,Lieu,Lat,Lon
576,Ἀν̣τινόου,27.8105625,30.8810025
577,ἐπὶ ταύτης τῆς̣ καλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
578,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
579,ἀπὸ τῆς Λυκο̣π̣ο̣λ̣ε̣ι̣τ̣ῶν̣,27.181346,31.1825335
580,ἐπὶ τῆς Ἀντινοέων,27.8105625,30.8810025
581,ὁρμωμένῳ ἀπὸ κώ̣μης Ἀφροδίτης,26.833145,31.416623
582,ἐπὶ τῆς αὐτῆς Ἀντινοέων,27.8105625,30.8810025
583,ἀπὸ Ἀντ̣ι̣νόου,27.8105625,30.8810025
584,ἀπὸ Λύκων,27.181346,31.1825335
585,ἐν τ̣ῇ Ἀντινόο̣υ,27.8105625,30.8810025
586,ἐν τῇ Ἀντινόου,27.8105625,30.8810025
587,ἐν τῇ Ἀντινόου,27.8105625,30.8810025
588,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
589,ὁρμωμένοις ἀπὸ ταύτης τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
590,ὁρμωμένου μὲ̣ν ἀπὸ τῆς Μ̣εγάλης Ἑ̣ρμουπολιτῶν πόλεως,27.7756214,30.8047827
591,ἐπὶ τῆς αὐτῆς Ἀντινόου πόλεως,27.8105625,30.8810025
592,Ἀντινοέων πόλ̣εως,27.8105625,30.8810025
593,ἀπὸ τῆς Ἀ̣νταίου π̣ό̣λεως̣?,26.8992835,31.517443
594,ἐπὶ τῆς αὐτῆς Ἀν̣τ̣ινοέων πόλεως,27.8105625,30.8810025
595,ἀπὸ τῆς Λ̣υ̣κοπολιτῶν,27.181346,31.1825335
596,ἐπὶ τῆς αὐτῆς Λο̣ι̣κ̣ο̣π̣ο̣λ̣ι̣τ̣ῶν̣,27.181346,31.1825335
597,Εὐλυκοπολιτῶν,27.181346,31.1825335
598,Ἀντιοχ\\ήσ̣ιον,36.200663,36.165318
599,Ἀλεξα<ν>δρῖνα,31.1982456667,29.9079146667
600,Καισαρήσιον,32.5791643333,34.8991616667
601,τῆς Ἀντα̣ιοπολιτῶν,26.8992835,31.517443
602,Θηβαίων,25.68502752,32.6355911
603,τῆς̣ Ἀν̣ταίου,26.8992835,31.517443
604,ἀπὸ τῆς πόλεως Ἀνταίου,26.8992835,31.517443
605,τῇ Ἀνταίου,26.8992835,31.517443
606,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
607,ὁρμώμενοι μὲν ἀπὸ τῆς Λυκοπολιτῶν,27.181346,31.1825335
608,ἐπὶ ταύτης τῆς Ἀντινοέων,27.8105625,30.8810025
609,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
610,ἀπὸ ταύτης τῆς  Ἀντινοέων πόλεως,27.8105625,30.8810025
611,Ἀντινόου,27.8105625,30.8810025
612,ἀπὸ ταύ̣της τῆ̣ς̣ Ἀντινοέων πόλεως?,27.8105625,30.8810025
613,Ἀντινόου,27.8105625,30.8810025
614,Ἀντινόου,27.8105625,30.8810025
615,ἀπὸ τῆς Ἀντινόου,27.8105625,30.8810025
616,ἀπὸ Ἀντινόου,27.8105625,30.8810025
617,Φθλα,26.919206,31.40847
618,ἀπὸ Ἀφ̣ρ̣ο̣δ̣ί̣τ̣ης,26.833145,31.416623
619,Θήβην,25.68502752,32.6355911
620,Ἀν̣τινοέων πόλεως,27.8105625,30.8810025
621,ἀ̣π̣ὸ τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
622,ἀ̣π̣ὸ̣ τῆ̣ς Ἀντ̣ινοέων πόλεως,27.8105625,30.8810025
623,ἐπὶ τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
624,ἀπὸ Ἀν̣τ̣ινοέων πόλεως,27.8105625,30.8810025
625, Ἀντ̣ινοέων πόλεως,27.8105625,30.8810025
626,ἀπὸ τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
627,ἐπὶ τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
628,Ἀντινοέων πόλεως,27.8105625,30.8810025
629,ἀπὸ τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
630,ἐπ̣ὶ̣ τ̣ῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
631,ἀπὸ Ἀντινοέων πόλεως,27.8105625,30.8810025
632,Ἀντινοέων πόλεως,27.8105625,30.8810025
633,ἀπὸ τ̣ῆς̣ Ἀ̣ν̣τ̣ι̣νοέων πόλεως,27.8105625,30.8810025
634,ἐπὶ τῆς Ἀντινοέων̣ πόλεως,27.8105625,30.8810025
635,ἀπὸ Ἀ̣ν̣τ̣ινοέων πόλεως,27.8105625,30.8810025
636,Ἀντινοέων πόλεως,27.8105625,30.8810025
637,ἀπ̣ὸ τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
638,ἀπὸ τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
639,ἐπὶ τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
640,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
641,ὁρμώμενος ἀπὸ τῆς Ἀντινοέων,27.8105625,30.8810025
642,Ῥωμαίων,41.8917375,12.4861685
643,Τριφί̣ο̣υ,26.513615,31.6636135
644,κατὰ τὴν Ἀντ̣ινοέων,27.8105625,30.8810025
645,κατὰ τὴν Ἑρμουπολιτῶν,27.7756214,30.8047827
646,κ̣ατὰ τὴν Ἀντινοέων,27.8105625,30.8810025
647,ἀπὸ Φθ̣λα,26.919206,31.40847
648,τῆς Ἀνταιοπολιτῶν,26.8992835,31.517443
649,τῆς κώμης Φθλα,26.919206,31.40847
650,Φθλα,26.919206,31.40847
651,ἐν Θηνει,26.341487,31.841893
652,Ἀντινόου,27.8105625,30.8810025
653,τῆς Ἀνταίου,26.8992835,31.517443
654,τῆς ἡμῶν κώμης κώμης Ἀφροδίτης,26.833145,31.416623
655,μέχρι νῦν τῆς Ἀνταίου,26.8992835,31.517443
656,κώμης Ἀφροδίτης,26.833145,31.416623
657,τῆς Ἀνταίου,26.8992835,31.517443
658,Ὀμβων,24.4520527778,32.9282444444
659,ἐπὶ τῆσδε τῆ̣ς πόλεως Ἀντινόου,27.8105625,30.8810025
660,ἐν τῇ \\Ἀ̣ν̣τ̣α̣ί̣ου,26.8992835,31.517443
661,κώμης Ἀφροδίτης,26.833145,31.416623
662,τῆς Ἀνταίου,26.8992835,31.517443
663,ἐν Ἀφροδίτῃ,26.833145,31.416623
664,τῇ κώμῃ Ἀφροδίτῃ,26.833145,31.416623
665,τῇ  πόλει Ἀνταίου,26.8992835,31.517443
666,ἀπὸ τῆς Λύκων,27.181346,31.1825335
667,ἀπὸ Ἀφροδίτης,26.833145,31.416623
668,Θήβης,25.68502752,32.6355911
669,Φαρίης,31.214039,29.885368
670,Θήβη,25.68502752,32.6355911
671,ὅλης  Ἀφρογενέης,26.833145,31.416623
672,{πτολίεθρον  Ἀντινοῆος},27.8105625,30.8810025
673,πτόλις  Ἀντινοῆος,27.8105625,30.8810025
674,Παφίην,34.757212,32.406593
675,Θήβης,25.68502752,32.6355911
676,Ἀντινόοιο,27.8105625,30.8810025
677,Θή̣βη,25.68502752,32.6355911
678,Θήβης,25.68502752,32.6355911
679,Θήβη,25.68502752,32.6355911
680,Θήβην,25.68502752,32.6355911
681,ἀπὸ ταύτης τῆς Ἀντιν̣οέων πόλεως,27.8105625,30.8810025
682,ἀπὸ Πανὸς πόλεως,26.565878,31.746075
683,Θήβη,25.68502752,32.6355911
684,ἐν Ἀν̣τ̣ι̣ν̣όου πόλ̣ει,27.8105625,30.8810025
685,ὁρμώμενος μ̣ὲν ἀ̣π̣ὸ τ̣ῆ̣ς̣ Ἀ̣νταιοπολιτῶν,26.8992835,31.517443
686,ἐπὶ τ̣αύτ̣η̣ς τῆς Ἀντιν̣ο̣έων πόλεως,27.8105625,30.8810025
687,ἀπὸ ταύτης τῆς Ἀντινοέων πό̣λεως,27.8105625,30.8810025
688,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
689,ἀπὸ ταύτης τῆς καλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
690,ἀπὸ ταύτης τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
691,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
692,ἀπὸ τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
693,Ἀντινόου,27.8105625,30.8810025
694,ἀπὸ Ἀντινόου,27.8105625,30.8810025
695,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
696,ὁρμώμενος ἀπὸ ταύτης τῆς  Ἀντινοέων πόλεως,27.8105625,30.8810025
697,ταύτης τῆς πόλεως ἡμῶν Ἀντινόου,27.8105625,30.8810025
698,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
699,ἀπὸ ταύτης τῆς καλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
700,ἀπὸ ταύτης τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
701,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
702,ἀπὸ ταύτης τῆς καλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
703,ἀπὸ ταύτης τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
704,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
705,κατὰ ταύτην τὴν Ἀντινοέων πόλιν,27.8105625,30.8810025
706,Ἀντινόου,27.8105625,30.8810025
707,Ἀντινόου,27.8105625,30.8810025
708,ἐν Ἀν̣̣τινόου πόλει,27.8105625,30.8810025
709,ἐπὶ ταύτης τῆς Ἀντινόου πόλεως,27.8105625,30.8810025
710,Ἀντινόου,27.8105625,30.8810025
711,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
712,ἀ̣πὸ τῆ̣ς Ἀντινόου π̣όλεως,27.8105625,30.8810025
713,ὁ̣ρ̣μωμένῳ κ̣αὶ αὐτῷ ἀπὸ τῆς αὐτῆς Ἀντινόου πόλεως̣,27.8105625,30.8810025
714,ὁρμωμένης ἀπὸ Ἀφροδίτης τῆς πανταθλίας κώμης,26.833145,31.416623
715,ἀπὸ τῆς Πανὸς πόλεως ὁρμώμενος,26.565878,31.746075
716,εἰς τὴν Πανός,26.565878,31.746075
717,τῆς Ἀνταίου,26.8992835,31.517443
718,τῆς κώμης Φθλα,26.919206,31.40847
719,Ἀφροδίτης κώμης,26.833145,31.416623
720,Ἀφροδίτης,26.833145,31.416623
721,Θ̣ήβη̣ς,25.68502752,32.6355911
722,Θήβη,25.68502752,32.6355911
723,Παφίης,34.757212,32.406593
724,ἐν Φθελα,26.919206,31.40847
725,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
726,ἀπὸ ταύτη̣ς τῆς καλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
727,ταύτης τῆς Ἀντινοέων πόλεως̣,27.8105625,30.8810025
728,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
729,ἐπὶ ταύτης τῆς καλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
730,τῆς Ἀντινόου πόλεως,27.8105625,30.8810025
731,τῆς Ἑρμοῦ πόλεως,27.7756214,30.8047827
732,τῆς αὐτῆς Ἑρμοῦ πόλεως,27.7756214,30.8047827
733,τῆς Ἀνταιοπολιτῶν,26.8992835,31.517443
734,ἐν Ἀντινόου πόλε̣ι̣,27.8105625,30.8810025
735,ὁρμώμενος μὲν ἀπὸ τ̣ῆ̣ς̣  Λύκων πόλεως,27.181346,31.1825335
736,ἐπὶ τα̣ύτης τῆς καλλιπόλεως Ἀντιν̣ο̣έ̣ων,27.8105625,30.8810025
737,τ̣ῆ̣ς̣ Ἀντινόου,27.8105625,30.8810025
738,Ἀντινόου,27.8105625,30.8810025
739,Ἀ̣ν̣τινόου,27.8105625,30.8810025
740,ταύτης τῆς Ἀντινοέων,27.8105625,30.8810025
741,Ἀ̣ν̣τινόου,27.8105625,30.8810025
742,ἐ̣ν Ἀντινόου πόλει,27.8105625,30.8810025
743,ὁρμώμενοι ἀπὸ τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
744,ἐπὶ ταύτης τῆς Ἀντινοέων π̣ό̣λεως̣,27.8105625,30.8810025
745,Ἀντινόο̣υ,27.8105625,30.8810025
746,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
747,ὁρμώμενος ἀπ\\ὸ τῆς  Λύκ̣ων πόλεως,27.181346,31.1825335
748,ἐπὶ τ̣αύτης τῆς καλλιπόλεως Ἀντινοέ̣ω̣ν,27.8105625,30.8810025
749,ἀπ\\ὸ τῆ̣ς̣ αὐτ̣ῆς Λύκων πόλεως,27.181346,31.1825335
750,Ἀντινόου,27.8105625,30.8810025
751,Ἀντινόου,27.8105625,30.8810025
752,ἀπὸ τῆς̣ λαμπρᾶς καὶ Μεγάλης Ἑρμοῦ πόλεως,27.7756214,30.8047827
753,ἀπ\\ὸ ταύτης τῆς Ἀντινοέω̣ν̣ πό̣λεως,27.8105625,30.8810025
754,Ἀν̣τινόου,27.8105625,30.8810025
755,ἐν ταύτῃ τῇ πόλει Ἀντινόου,27.8105625,30.8810025
756,ἀπὸ Ἑρ̣μ̣οῦ π̣ό̣λεως,27.7756214,30.8047827
757,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
758,ὁρμώμενοι ἀπὸ τῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
759,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
760,ὁ̣ρ̣μ̣ώ̣μ̣ε̣νος ἀπὸ ταύ̣τ̣ης τῆς καλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
761,ἐν Ἀντινόου πό̣λει,27.8105625,30.8810025
762,ἐπὶ τῆς αὐτῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
763,πόλεως Ἀντινόου,27.8105625,30.8810025
764,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
765,ὁρμωμένη ἀπὸ ταύτης τῆς καλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
766,ὁρμώμενος ἀπὸ τῆς αὐτῆς Ἀντινόου πόλεως,27.8105625,30.8810025
767,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
768,ὁρμωμένῳ ἀπ̣ὸ τῆς Πανοπολιτῶν καλλιπόλεως,26.565878,31.746075
769,ὁρμωμένης καὶ αὐτ̣ῆ̣ς ἀπὸ̣ τῆς Ἀν̣τι̣ν̣όου πόλεω̣ς,27.8105625,30.8810025
770,Ἀντινόου,27.8105625,30.8810025
771,Ἀν̣τ̣ινόου,27.8105625,30.8810025
772,ἀ̣πὸ Ἀντινό̣ου π̣ό̣λ̣ε̣ως,27.8105625,30.8810025
773,ἐ̣ν Ἀντινόου πό̣λει,27.8105625,30.8810025
774,κατὰ ταύτην τὴν Ἀντινοέων πόλιν,27.8105625,30.8810025
775,τῆς  Ἀν̣τι̣νοέων̣ πόλεως,27.8105625,30.8810025
776,ἐπὶ τῆς α̣ὐ̣τῆς Ἀ̣ντινοέων πόλεως,27.8105625,30.8810025
777,Κνίδια,36.686188,27.37404
778,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
779,ἀπὸ ταύτης τῆς καλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
780,Ῥωμαίων,41.8917375,12.4861685
781,παρά τινων Ἀνταιοπολιτῶν,26.8992835,31.517443
782,Ἀντινόου,27.8105625,30.8810025
783,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
784,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
785,ἀπὸ ταύτης τῆς καλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
786,Ῥωμαίων,41.8917375,12.4861685
787,ἐν̣ Ἀντινόου π̣όλει,27.8105625,30.8810025
788,ὁρμωμέν̣η ἀπὸ ταύτης τῆ̣ς καλλιπόλεως Ἀντιν̣ο̣έ̣ων̣,27.8105625,30.8810025
789,ὁρμωμέ̣νου καὶ α̣ὐτοῦ ἀπὸ τῆς αὐτ̣ῆς Ἀντινοέων πό̣λεως,27.8105625,30.8810025
790,Ἀντινόου,27.8105625,30.8810025
791,Ἀντινόου,27.8105625,30.8810025
792,ἐν ταύτῃ̣ τῇ Ἀν̣τ̣ινοέων πόλει,27.8105625,30.8810025
793,Ἀν̣τ̣ι̣νόου,27.8105625,30.8810025
794,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
795,ὁρμωμέν̣η ἀπὸ ταύτης τῆ̣ς καλλιπόλεως Ἀντιν̣ο̣έ̣ων̣,27.8105625,30.8810025
796,ὁρμωμέ̣νου καὶ α̣ὐτοῦ ἀπὸ τῆς αὐτ̣ῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
797,Ἀντινόου,27.8105625,30.8810025
798,Ἀντινόου,27.8105625,30.8810025
799,ἐν ταύτῃ̣ τῇ Ἀν̣τ̣ινοέων πόλει,27.8105625,30.8810025
800,Ἀν̣τ̣ι̣νόου,27.8105625,30.8810025
801,τῆ̣ς̣ Ἀ̣ν̣τ̣α?ί̣ο̣υ̣,26.8992835,31.517443
802,Θηβαίων,25.68502752,32.6355911
803,τῆς πό̣λεω̣ς Ἀνταίου,26.8992835,31.517443
804,Ἀνταιοπολιτ,26.8992835,31.517443
805,τῆς  Ἀ̣ν̣τ̣α̣ί̣ου,26.8992835,31.517443
806,τῆς Ἀνταίου?,26.8992835,31.517443
807,τῆς̣ τε π̣ό̣λ̣ε̣ω̣ς̣ Ἀ̣ν̣ταίου,26.8992835,31.517443
808,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
809,ὁρμωμένῳ ἀπὸ τῆς Ἀνταιοπολιτῶν,26.8992835,31.517443
810,ἐπὶ τ̣αύτης τῆς κ̣αλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
811,Ἀντινό̣ου,27.8105625,30.8810025
812,ἀπὸ Ἑρμοῦ πόλεως,27.7756214,30.8047827
813,ἀπὸ Πανός,26.565878,31.746075
814,ἐν corrected from ἠν Ἀντινόου,27.8105625,30.8810025
815,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
816,ὁρμωμέν̣η ἀπὸ ταύτης τῆ̣ς καλλιπόλεως Ἀντιν̣ο̣έ̣ων̣,27.8105625,30.8810025
817,ὁρμωμέ̣νου καὶ α̣ὐτοῦ ἀπὸ τῆς αὐτ̣ῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
818,Ἀντινόου,27.8105625,30.8810025
819,Ἀντινόου,27.8105625,30.8810025
820,ἐν ταύτῃ̣ τῇ Ἀντινόου πόλει,27.8105625,30.8810025
821,Ἀν̣τ̣ι̣νόου,27.8105625,30.8810025
822,τῆς αὐτῆς κώμης Ἀφροδίτης,26.833145,31.416623
823,\\κώμης? Ἀφροδίτης,26.833145,31.416623
824,ἀπὸ κώμης Τεμσηυ Σκόρψωμ̣ sic,28.023569,30.708324
825,ἀπὸ κώμης Ἀφροδ̣ίτης,26.833145,31.416623
826,Ἀν̣ταίο̣υ,26.8992835,31.517443
827,ἀπ\\ὸ Ψιναβλα?,26.653194,31.600403
828,εἰς Ἀντινόου,27.8105625,30.8810025
829,ἐν Ἀφροδίτῃ κώ̣μῃ,26.833145,31.416623
830,ἐπὶ κώμης Ἀφροδίτης,26.833145,31.416623
831,ϫⲕⲱⲟⲩ,26.833145,31.416623
832,Κνίδια,36.686188,27.37404
833,Κν̣ίδια,36.686188,27.37404
834,Κνίδ̣ια,36.686188,27.37404
835,Κνίδια,36.686188,27.37404
836,κώμης Ἀφροδιτώ,26.833145,31.416623
837,κώμης Ἀφροδίτω,26.833145,31.416623
838,κώμης Ἀφροδιτώ,26.833145,31.416623
